ID,trend,deviation,forecast
46,Constant,2,"[10.12196960424368, 11.621435462785014, 10.292483300721072, 10.889698776862577, 10.319936348224083, 10.660628106825124, 10.090806537699763, 9.682372209487845, 8.001703763651804, 8.357069665632583, 9.748783359051153, 11.295122977258643, 11.203120980002396, 10.586201929136378, 11.045464680977727, 8.595818545378474, 9.699209893986117, 9.527494911394642, 10.69613598933952, 9.05333150086458, 9.238714904110484, 9.909522307454754, 8.15393091521411, 8.606154519395151, 11.871367518968196, 9.838476837085336, 10.022587558518417, 10.36294523566724, 11.742539235467582, 8.458303393141055, 10.953033409619628, 8.09414294574129, 11.737905070512097, 11.061734389358104, 11.020505331285573, 9.62536844836218, 10.302243869901357, 9.41388119763107, 8.939424014737941, 11.8732149911001, 9.551856699525299, 10.7890366679917, 8.337668554975485, 8.379905630498651, 11.169306100009337, 8.33628466461645, 9.002741987500787, 11.170958196950778, 8.934918752364705, 10.849444417244477, 9.024001694156615, 8.36862750357724, 10.57084423341001, 11.816591121014568, 10.19522750180112, 11.055144241367799, 10.95331054064679, 9.216080328807939, 11.801134263459168, 9.115808894829144, 9.90057802500106, 10.769471591057457, 9.018462775597904, 11.753642505449353, 10.31710881698833, 9.567683665551808, 9.734970695733685, 9.669130686961182, 11.026376013384407, 10.532904451806024, 11.840550818715215, 9.857573739167371, 11.255510098870694, 11.235867545134505, 11.535366047378455, 10.93671734987814, 11.365022397966769, 8.758034598400858, 8.196244635687037, 11.194168142366005, 8.422069989116835, 11.349334327631055, 9.961960628680743, 8.70284380769046, 8.770804372588511, 9.954272564908774, 8.400158390611384, 10.063053661960183, 9.012951661249641, 8.334968269290975, 10.881814175008863, 9.20019374791565, 10.824372723208194, 9.681705489504939, 11.719822827450363, 11.700014545944377, 9.045408394656, 11.557126442916438, 10.682075715825064, 10.282820723808289, 9.210172444790903, 8.426306034207311, 9.950083633497517, 9.56798466137353]"
47,Constant,2,"[11.270746217302321, 9.482116594299123, 8.691624390405739, 11.912938262035325, 11.308060204682715, 9.765996406638717, 8.916061226595511, 11.912569426478697, 8.714878237274569, 10.961103499869385, 9.783942544298334, 10.75860053607829, 10.253841806776613, 10.111051602030354, 8.845457825312224, 8.675991138414986, 8.833044154248178, 8.748190112489326, 11.608568864976597, 11.76822348017706, 9.769726617934094, 9.42431647369919, 9.068141216809584, 10.181235101739215, 10.279127035910797, 9.789618899291586, 8.196065857312718, 11.661837529546496, 8.036850671584936, 10.522415331271066, 9.059644305988972, 8.738562670578073, 11.48602829406569, 11.521168590416778, 8.66504449048183, 8.450189750266915, 10.095685150181136, 11.398669626305987, 11.964408490347811, 10.6105049517015, 8.60866415286037, 10.072382066620287, 9.47743194105939, 10.872245450117658, 9.94825695860858, 11.838025800464752, 8.806086840256384, 8.83548026892056, 9.406791984841293, 11.107777846904103, 9.433232852291518, 9.085550397911872, 11.62945852712868, 8.351385540944754, 11.560421869092998, 11.031080279915765, 9.655105785540114, 10.812410735306752, 10.03215264127983, 11.18021369569318, 11.08775176729701, 9.410772295486407, 11.284567623230576, 11.335633278349873, 9.284494132878729, 10.487586415431421, 11.976867149805903, 8.72482382983872, 8.269699158710829, 9.008371332872343, 10.066935634702354, 9.595945969760534, 8.21559318030404, 8.418804694055826, 9.568641437828926, 10.668221019204323, 9.827275651123589, 8.237807239984893, 10.182661071227558, 11.904998386543593, 8.19186030741767, 8.93099668654887, 9.077743863224619, 8.926247576943517, 10.42416234288888, 11.188888189650223, 9.234667950715629, 8.084798725105548, 9.916800320756607, 8.904136698425262, 9.157194392496603, 10.439074584181746, 11.914041862146435, 8.490325092023067, 9.418684820558859, 10.291612891507782, 9.657825644495503, 9.257219256829359, 10.985141084726958, 11.39479007845778, 11.810508233211568, 10.293377097367054, 8.45303764295047, 11.649479758896891]"
48,Constant,2,"[9.572862492114396, 8.344222436998859, 11.05654384895012, 11.164604899532497, 10.402796775155885, 9.61036477954254, 8.83085537121776, 8.761877282498451, 10.322423061855444, 8.132446042189688, 11.713064978741802, 10.548688007631089, 9.354070698408377, 9.09508440994734, 11.78921082041687, 11.37784786207459, 10.486653543482609, 9.917545454192595, 10.171447446575526, 11.605073802013372, 9.544416401219307, 11.392500795719519, 8.537782286587891, 8.66876887209246, 11.942698131605326, 10.982068955495816, 8.622551498291996, 11.406987436166336, 10.458151861411128, 10.306337756371857, 11.53822284761807, 10.60648018470507, 10.190393121698515, 11.19845191469531, 8.733146779167436, 10.69051536902137, 10.120997125959661, 9.802676237483269, 11.713581874681557, 9.025057263204115, 9.578339106158602, 9.06137878966107, 8.963134385967734, 9.135725060926163, 9.880115317589809, 8.790341174171417, 11.973322084009144, 8.185845922875885, 10.892054456997776, 10.78258943627222, 8.339075667973184, 9.640124511296563, 8.460337714256294, 11.67766991814685, 10.524942473032354, 9.983325905253437, 11.427385428201488, 9.023729053277314, 8.029021194342947, 9.810962998056468, 8.024919446930252, 8.059972962787471, 9.534889997200857, 10.282952956400546, 8.822843887177353, 8.707890999706754, 9.938710687604608, 10.817044948208906, 8.717062116975102, 9.273864092298417, 9.557639320335895, 9.89655819299889, 9.945692289745367, 9.741825959556117, 8.881298166179729, 11.44341314250492, 10.203286067515863, 10.0623727107539, 10.770284206272834, 10.607843667218344, 10.362204436351874, 10.368353537820916, 10.843481696478115, 9.168831344063783, 8.802779804672792, 11.899576455024349, 9.116468118761954, 8.036377061677324, 11.104010897549092, 10.10278467840648, 8.057510495729776, 8.562652672174877, 9.077940448046167, 9.287803125769248, 11.582200171071406, 8.736009092396088, 9.253486526609912, 9.72272256493848, 9.7786930407464, 11.508677135573741, 8.069421662900314, 10.15795707499538, 8.159430775048861, 9.444820696613176]"
49,Constant,2,"[10.72947571789742, 10.939765091164373, 11.916306156498301, 10.35931966311892, 10.728269988814901, 8.845294498808215, 10.006731619578636, 8.073469579277077, 10.444792016414244, 11.66540051238838, 11.129700815032594, 11.848978944507, 8.418626553243556, 10.56082680320096, 10.738330773044524, 10.609124341699193, 11.715198443209584, 11.495905149758785, 8.330352776396122, 8.517051406452776, 10.89149719469761, 11.478593028721544, 8.605790502159529, 11.682594008411193, 11.833892845280108, 8.491505652476164, 9.327563212257374, 9.998210549526007, 9.796759256462638, 8.27145984540211, 11.608521020355813, 10.312216562396033, 9.728827759425503, 11.65460737977211, 10.576906220122297, 11.99015267653087, 11.070575075129202, 11.595100506896578, 9.66269287446613, 11.231618650012244, 8.393247318233756, 9.517988103852016, 8.217428516460817, 10.62246307350925, 11.778985271255678, 10.114923640000681, 11.13443614234603, 8.83298988865587, 9.837650492402531, 9.56684549097049, 9.200965334441396, 10.85540941215531, 10.861258669097056, 11.515751560952602, 8.560799374491404, 8.35820490283454, 9.745821090997376, 8.560697403228522, 9.052067143061194, 10.511268969542375, 10.42668740139682, 9.792443153968016, 11.10248482434992, 11.432464836065556, 9.28043047449175, 9.88059874473129, 9.335313103807135, 8.434901526312233, 11.091466317791596, 9.591246087754076, 8.90506141161162, 11.806469378189442, 9.619708022015137, 9.43812170212823, 10.67898488603595, 10.798525438607617, 8.141064139777523, 10.933075372668634, 11.288970194801276, 10.175386419299258, 11.522188602098627, 11.136341459591627, 11.142779159461444, 10.336942291571452, 10.688002439426727, 11.639840042088593, 11.068631931074322, 8.278162013726476, 8.721434905584783, 11.873495340084586, 9.149171059932062, 8.12891882768999, 11.469023566699782, 11.526294172219586, 10.197912089276816, 8.933797053081229, 10.833837287728347, 8.46353884768826, 11.052064593310865, 9.724772040695754, 9.212679292296373, 8.83082070142309, 9.03431114447767, 11.550010789925572]"
50,Constant,2,"[11.721658749747334, 11.231486327897638, 11.220899781007038, 9.175131493728161, 10.242721324949734, 11.650827247130152, 11.71392021590988, 11.933036874855187, 8.336103634367529, 9.639273457997763, 9.93808564555977, 9.307070522265104, 8.000769964412253, 11.502577074127721, 11.912861687478319, 11.750345540179012, 10.91003895505182, 9.254766075739285, 11.37978900254317, 8.281282854178233, 8.168695758586873, 9.311357680621196, 10.953487913211248, 10.272523314752835, 10.990067340691109, 11.46975639934616, 8.786852830437196, 9.17094464850329, 8.832974249731699, 9.788542417392641, 10.105616448299779, 9.055364134252317, 9.880100120733331, 11.478496613683225, 8.329411514951058, 11.078349524180506, 9.443490958064032, 9.193760625112976, 10.286349442869177, 11.359847674973409, 9.635789445930218, 8.237274601711688, 10.910694532945996, 8.30676329160367, 10.039366290252637, 11.356867152664663, 11.088372794939872, 11.497083331045793, 8.175213566918902, 9.947470690759676, 9.349129670816453, 11.011642487830805, 9.431923767311208, 8.764792983640804, 8.65671449341857, 8.243550184070187, 10.801643833066327, 8.44968681581345, 11.891662348785466, 8.711876763160284, 9.871089469790277, 9.63351840127449, 9.117265165276889, 9.368833213268273, 8.541499247736372, 11.962937876002258, 9.912366197225179, 8.891154702750452, 8.839864747292753, 10.328059293673032, 8.305801809203581, 8.484987390835045, 11.1172985023717, 11.490418747019515, 8.76910076174187, 10.796935055445505, 10.473504843688996, 11.958980451284736, 8.243986802525558, 11.059635528869697, 8.113359694254608, 9.387343856866508, 11.445851919475668, 10.612832824962926, 11.697004216028255, 8.768157850664876, 10.449798625485796, 8.887499236985294, 9.219621055667062, 10.011890657278663, 8.707055857033666, 10.608495128993503, 10.361696356588105, 10.772042486620583, 9.722396300807253, 11.588061890210293, 8.012742293173233, 9.42686819389607, 10.166371698758596, 8.030491217273013, 9.943412208523746, 9.328020315650264, 9.785154664281297, 9.930173232617836]"
51,Constant,4,"[9.576766278609664, 6.045240363058374, 8.871179515292033, 12.380140301063964, 12.891218186031244, 6.0470294567671115, 8.076374037853329, 8.373653715439687, 7.274928525644951, 11.206245243887409, 6.357685461674649, 11.02847870843103, 9.54642707912918, 8.610458076052947, 9.156789382548661, 9.727468926364446, 12.780939389586367, 12.819174789543649, 8.847597763135406, 7.677146366839912, 8.85026391090177, 9.426249763795985, 8.118300934633234, 7.656098105548271, 8.214030695599408, 8.978693057930416, 11.698345488383078, 12.948971060482737, 12.205079309947381, 13.772613852469252, 9.738694140949395, 7.361874042589008, 8.7420241507463, 7.980688894612435, 8.72363659969908, 11.796380012425884, 8.68230764155884, 7.194530606025456, 10.199288473869201, 9.092124077403572, 10.540930119634405, 11.590595775410867, 11.723993027427554, 6.40737612736139, 7.425959105639523, 8.014086047612235, 12.15390643551238, 6.784249376678103, 13.559086504417959, 12.092198219330792, 8.76281392829452, 10.234702506890164, 7.139141711801159, 6.009081014513896, 6.510927648153098, 12.095052444281853, 13.665986583237203, 13.225083560875184, 10.459419495223543, 6.553961080601194, 6.996669395432656, 9.019798869693874, 7.124803833910615, 12.386625340596904, 8.77239232372548, 11.984159283679952, 11.826770288540793, 13.822606998271976, 11.561885165601307, 8.069866070756058, 12.084280705483723, 6.639599205907903, 11.533773796416916, 13.731390419142766, 6.086781624344708, 6.756451330688492, 8.465956190466043, 10.474127307375388, 7.72240331973061, 8.27096552049326, 10.703059541336495, 12.443668459959403, 10.790933434963543, 10.151594942749371, 7.611255524903703, 11.578309358627331, 12.032747350627972, 6.455772612447296, 13.276187882858796, 7.1561865215503015, 12.052162903692697, 13.485842504619738, 10.011110711787135, 7.755390146359671, 7.540741169947113, 8.447131677413328, 13.920068877082468, 8.00219898108905, 7.945232991236793, 10.342818030202004, 8.510985458278402, 7.0120137468191555, 11.229062691381875, 8.255292603400598]"
52,Constant,4,"[10.758739926629428, 11.635753651078932, 9.807064315811214, 13.82562959455644, 6.887950955027131, 13.755198297392905, 10.231402005735724, 13.959578781761282, 12.122523918449426, 7.354413901458781, 7.249971060059307, 11.923752544316315, 10.93346012253192, 12.657116630886849, 9.09360277434888, 10.094908283436848, 13.089157443686293, 6.803164935249537, 13.16338696594159, 8.83508423180313, 6.294456087266248, 6.020599014025812, 7.582664538972029, 10.32795997512054, 10.22624025203817, 8.11117754515825, 8.516635702815496, 12.94121056254125, 11.956133935774123, 13.793949785132162, 12.678631924116196, 9.278167921677804, 12.307738298823203, 7.738403146401357, 11.531485803630325, 13.254560663516326, 7.795598206462717, 6.064566726452357, 7.239730326124034, 9.600011822150725, 13.080281711963083, 7.540542903685685, 10.552170127378124, 9.287539698484945, 7.424991266730624, 6.057489121764467, 11.231925783654313, 12.586843720304696, 11.718798557529867, 10.6671153070887, 12.356555058176843, 8.120670983952696, 8.937522147587842, 11.543663664856204, 12.915236563532561, 6.141130166636952, 10.073433589519976, 7.107268472198262, 13.765796433886967, 7.194668559396721, 10.237828495157231, 11.44055863337344, 13.190432538616738, 8.316782856355573, 7.645677004064421, 7.943767021899941, 10.892746736314532, 10.102045903525283, 7.115384122816849, 13.567047690836775, 7.895385524540124, 6.876380111217392, 10.318299345450958, 7.09330390372887, 13.297650851447036, 10.355585171232244, 6.70040304138095, 7.7465404693540485, 12.611595423564914, 10.648772887829091, 6.455532377303829, 10.228494889543715, 12.842744877931114, 11.635579419682724, 6.289551683095695, 6.285220379719004, 12.689147499301761, 11.755693209519347, 11.795444203714508, 7.630042892904916, 6.329467568982301, 7.3378321256114685, 9.044054700684269, 11.09295073462917, 12.030210224145927, 6.412529471523984, 9.203242558049523, 11.858700845876072, 11.230870302615306, 13.097034398754845, 7.302576813351925, 11.081604713725111, 12.278490402148307, 8.546048107512032]"
53,Constant,4,"[10.69909909426677, 12.715800222148262, 9.88756008715562, 11.813698348507119, 11.996808163623326, 6.378758807154897, 9.700907864994155, 12.91052356011576, 7.807454916779987, 9.604627632833916, 11.140781552427406, 13.121169891352244, 10.989439696438566, 8.971488944651414, 12.21427758739537, 9.000928737740287, 9.11254974988224, 13.496004818628121, 13.62642345156014, 7.236620922682125, 8.383072245031467, 13.937223646729304, 6.538860914920049, 11.211451982683458, 7.167917062154675, 13.495516528269231, 11.814405858438663, 10.556189865523288, 7.325604252850491, 12.211723358665003, 6.639860502944854, 12.258193155448714, 7.6337870559287015, 6.141909479056501, 7.9244205209465015, 7.043663263332002, 8.715229134503467, 9.823267618400045, 8.973844354268913, 11.762835031531365, 11.303152086882866, 6.466469361278261, 6.866141768597933, 11.907025456333306, 7.582049612842935, 9.201365064638093, 7.81092693945128, 13.223237762807432, 6.138461661877752, 7.589773603779593, 6.191910705306309, 6.684118854920602, 10.23990412687351, 11.871492907825182, 10.856628460696644, 8.328728541939192, 12.439925590059984, 11.0374360173524, 13.55505763186172, 8.563724429143246, 8.283608891614561, 8.251419854939806, 9.41163829330484, 7.168853204270189, 11.96657676465344, 7.795529954979095, 12.280545252325934, 9.740396372974951, 8.9791417367526, 6.487378543539288, 10.35064673976555, 8.091243103189974, 9.862182265400536, 6.745744651921349, 11.463416287752128, 6.562124444605153, 12.698422522144513, 7.136017339974211, 12.693324504165062, 10.173617042382073, 7.893150046562324, 9.764547360891568, 12.220011526571634, 11.129809328761036, 12.464019316284853, 13.423183402894251, 8.841700093143782, 10.622045246327913, 12.898146138475813, 8.264595170862387, 12.675502045258153, 10.520191612955225, 9.521744619387464, 13.925844275308963, 11.976931851483343, 8.146958918969025, 8.182575326919212, 10.774370894198432, 7.072334140489529, 9.478607603937727, 10.98868734458359, 6.1205690306988405, 11.528271824244905, 6.825275622431548]"
54,Constant,4,"[10.021799166273176, 7.7232312790562965, 8.818510724972358, 11.686237312340106, 10.345976017562128, 12.10508205644757, 6.887303509121395, 13.801554921070103, 10.695517793697118, 12.632828893512778, 12.418059676898052, 10.802474465367338, 13.043748717741972, 13.742126034582498, 11.26386816459126, 9.869662527027968, 12.111804778902666, 10.666112481384756, 12.603540698061, 7.072699855866741, 10.237205459997885, 7.539614738410471, 7.294847188817842, 7.243921426767875, 13.387811485670712, 11.787746945342432, 7.960334512086286, 9.011349511713396, 13.64729612624683, 11.516874133957046, 7.359104446692951, 10.026991426142876, 7.819722474410645, 13.564232852351042, 6.851160977442415, 6.698288976833469, 9.721890370957128, 8.46089192450889, 10.760670031123688, 10.899032850036317, 8.715661692912846, 10.507670140789191, 10.834685831268303, 9.446791706115341, 12.451235060731616, 13.834414034365713, 13.042694569601949, 7.591674745859345, 11.929457427887177, 13.756814142790804, 8.92256117498931, 13.986971185712717, 11.839060406671116, 12.053182474800295, 12.99509477732483, 12.118022535996328, 7.487195425912633, 9.83723377312414, 7.970257704026004, 11.313859512240652, 7.145776404504975, 9.74997213589279, 12.586347030988248, 11.230711363587483, 6.3992169285210565, 10.7507313310778, 11.894057400498768, 9.800075446081062, 10.89055887632382, 8.685610023416022, 8.781247922927859, 12.82425526033415, 12.056492317847052, 6.761413382920335, 13.823099427594153, 12.544618183705321, 6.887509542339387, 9.078327396798727, 8.807189606139412, 8.146912298033584, 10.624104580253492, 11.858418382736664, 8.29556819601773, 10.481906182872999, 6.211534272733111, 6.125876488375239, 12.129969595205809, 8.575548391494442, 6.903181825856686, 9.289333597013107, 11.379225392367585, 11.265912213438884, 13.769119783799923, 7.617497461776495, 8.094667157713781, 12.474878351079681, 12.768306115747547, 8.12369570379394, 12.099405988570764, 12.114732994167765, 11.168991267809744, 10.368740652785167, 11.123299084984836, 13.587366462240533]"
55,Constant,4,"[8.03325948782532, 9.4715878686901, 7.15578710718909, 9.762957138387188, 6.561382262744052, 13.827765889129823, 12.295667374005106, 12.071634113387097, 9.871335419298676, 10.787309895846427, 11.74449205270691, 11.142926456405515, 8.696152532948059, 12.756259574584583, 6.877692018585462, 6.590279195339807, 12.502839910252252, 9.504719344361165, 12.305473326295116, 13.905223027707954, 8.06497927204057, 12.941234294434409, 8.354030321686215, 13.80276196073392, 12.942517067022418, 6.220167683098774, 8.546712280596786, 10.563854000783543, 8.131079205853247, 7.4791415284055915, 13.547708857792813, 11.472613153019912, 10.779636624012046, 9.50215171634507, 7.325499912289452, 7.214586958475998, 6.056447129487255, 8.317471062010014, 8.20421469512445, 7.9001779468204045, 13.700102177221194, 6.345114408684921, 8.411689488295618, 6.598972100604701, 13.679563194298428, 12.023082984751301, 9.809453985414093, 8.69459791805886, 6.987335060521179, 10.580982468151351, 13.468383021109318, 13.339950699165378, 9.405192121878974, 8.04284674459694, 9.108139230624772, 9.79698204541759, 10.136212328197939, 10.411758333774127, 12.341966891649891, 7.6209984779219475, 12.462186900016045, 10.916293754583297, 13.529896653069954, 12.825559304541967, 10.578777287313917, 13.97747941094172, 12.935983879252573, 8.07247740340399, 8.589574713079632, 11.508782055331821, 13.043008619797277, 9.307261774348733, 8.053980596727307, 12.588904044400334, 10.476942667067856, 8.629784481080016, 6.840495431481395, 11.077170834071513, 11.80963803547727, 8.441711727940985, 7.274897222231715, 13.871892606457367, 8.619323245517483, 8.695096428739594, 6.363917978114925, 11.802939398879587, 9.16019527523377, 10.974901723799173, 12.24097947301039, 12.402212251084698, 12.497954940104462, 6.830005114909643, 9.610911350796894, 7.431248910229053, 13.306322813966808, 8.128237989158503, 13.236977078667636, 11.322140817647838, 6.070265892768706, 11.1010244284854, 8.129384980823202, 11.805693002643396, 13.916657324991217, 13.174320026983517]"
56,Constant,4,"[10.415935914640256, 10.93767036505261, 8.007039725653136, 13.414806803835651, 11.25281928642757, 11.594011599216246, 7.826839080071013, 7.552621240288397, 12.358495950201025, 6.485580414644279, 8.581529097317556, 8.718589270383173, 11.691935539232105, 13.241871528006781, 6.70314363691438, 6.2664395953688725, 13.377961916456325, 11.600636243952941, 10.736061439096911, 7.988180904499554, 6.0811165663087845, 11.776984430791003, 11.335661232076637, 11.571797331606662, 6.48409549135415, 7.08605184729185, 9.977427458794303, 9.597287586556643, 8.984428048599254, 7.565969311451145, 13.955499323153147, 10.2848505183223, 10.235620974342433, 9.119543807175747, 6.830368887161759, 8.298739540992106, 13.694556093439111, 13.52675124662973, 8.452249485751963, 9.902673128911756, 12.656413846056548, 7.066832983223254, 7.630963556328263, 11.290641860672812, 9.34954344764968, 10.791314734257986, 13.749238076766396, 13.937527768168442, 8.780209403705225, 8.102928289737969, 6.076541803931301, 9.96796517656781, 6.665047729607538, 10.250255686785684, 13.55620190592997, 10.984896571763116, 10.022304189523082, 10.804097971371766, 13.370732270229814, 7.457164774039603, 12.652094291941825, 6.378824584917492, 13.10712412230364, 6.203816450291898, 12.177982200964449, 8.706936881755343, 13.257415495698254, 7.835759688779881, 7.517887735349106, 12.470064065257255, 11.774354100848205, 11.068865809454548, 6.247976917436793, 11.668358880157378, 11.393099996697739, 12.838951089136428, 11.287937721507452, 12.03856004934368, 13.816630643061435, 8.971402048806185, 8.958949714965158, 7.113163608145179, 11.407531345046575, 12.77426530629909, 6.7032491614918825, 9.48017734125323, 9.83531273140728, 8.513825403457249, 7.368158206533202, 7.227422575079498, 10.42601487233281, 6.401120424348759, 11.073537211309679, 6.25815150739804, 7.819481856641778, 6.4500312064528575, 13.739052551314595, 11.155414868027645, 12.076244149145507, 11.880159686166243, 12.004384465779712, 7.800489463045205, 13.94751543201585, 8.640025141979393]"
57,Constant,4,"[6.516228946667729, 9.689068346668952, 9.67526318990487, 12.792337048940084, 6.461609966181307, 13.598994334252312, 13.918339835737166, 7.611201875371719, 8.401587852544742, 12.463581720917103, 12.994421328470978, 7.979058678623938, 13.469985672751863, 7.310087423768524, 13.457155066795748, 8.098092250919963, 10.446663903641536, 12.395240497951352, 7.590759098998879, 13.514909886522055, 7.457151385894997, 10.716926423661322, 7.843771038674738, 6.360878037686321, 10.551635679551378, 12.732806538277107, 13.889612607917933, 7.7833852891771595, 12.051884068807547, 11.160450374709594, 12.940631016442204, 6.02451952458652, 13.392618670249123, 13.288568481146394, 12.962766622002357, 6.341311361982774, 10.712970150879963, 10.054439140190658, 9.516031433006415, 10.722169787955293, 6.94329771472988, 10.659379114577876, 7.036516407271975, 11.236302136465753, 9.206412554824386, 9.363328574208293, 11.4172391972648, 12.687812140619148, 9.157022401970293, 13.809288986422171, 10.483287205645407, 8.222985678568355, 13.504196988367607, 8.541494927691089, 13.050559948183327, 8.377343584974854, 7.96111420896861, 6.088078702284955, 7.17406080475592, 9.554744229964935, 9.303135870219492, 8.118267810405117, 10.758582692945712, 6.166483812442451, 11.3622529937004, 11.133525354214532, 8.495951875996766, 11.271775508998989, 8.016005492402616, 13.407064081820822, 7.007278807393135, 6.724802892390352, 6.011917615650306, 7.1904076375494, 11.164717447326579, 13.901691265147093, 9.759903241316481, 11.298177287105277, 8.05657169591836, 9.89531186091664, 7.495508944510542, 13.733463808951658, 8.198084915168733, 8.087666544735807, 11.646114005283533, 6.053115963163556, 13.4587064104069, 12.36106909454726, 6.821165052668993, 12.922953406177779, 10.459896813272437, 9.532716325266161, 13.030208610518283, 8.007447591881855, 11.242410746682639, 10.108953824983189, 10.75342808262407, 13.768228184393616, 12.301886368125786, 12.94198897408472, 7.020411015351826, 6.545272399666411, 10.658549092418175, 7.991859162849012]"
58,Constant,4,"[7.482074200087569, 6.420974906164449, 11.806570180270707, 8.405380381525777, 6.64433379082212, 13.430233854159203, 10.576435482580333, 12.932168647381921, 10.421064612911712, 12.556821519085146, 13.676518987877216, 8.112308553210982, 6.19095041052919, 6.285641562161262, 13.094567005810084, 11.832064998394964, 9.023459836949373, 12.685018374545285, 7.985924267249482, 8.024701866672698, 7.529272223327601, 11.43942569715138, 11.48799561537146, 13.793880379805485, 6.977206553973964, 12.028179725950883, 9.916112591979646, 11.731781642886958, 12.308354483491524, 6.8147689728119545, 8.847851392302054, 6.430351866235322, 7.510745252256248, 7.037885584394548, 10.169443318897637, 7.192481005208203, 9.144896520624405, 8.779935860093339, 12.993202771422796, 11.38925868529179, 8.960840217389041, 6.2820813761681205, 6.549206865064388, 12.863303503360646, 7.58754866121094, 13.256078991699544, 11.444998752643173, 10.872447514232697, 7.157778894532559, 13.206655079557839, 6.912273817176191, 7.3058202383732915, 13.03781612344893, 7.7181946319939385, 7.716192142998235, 11.831869488212511, 8.078541432530479, 9.975781132287116, 11.8618089912252, 11.90152820234842, 10.221035178697347, 6.538501265865806, 9.401565955533291, 9.85183103630334, 7.745130976846529, 6.386786382187299, 6.375078504929045, 11.587814110588868, 10.177177661382155, 10.856492497902094, 10.670876975794243, 6.612094951521961, 7.742995001702363, 13.610949306480764, 8.252189584639522, 6.527577779644179, 10.584551366234107, 9.48589126370797, 12.765141697779525, 6.973306469118844, 12.803087870831908, 8.206843850891932, 8.104078125531302, 7.945716863578427, 9.846783385810312, 7.067319465495185, 8.748696874297723, 9.501058183001467, 7.693468840442252, 9.79374090992951, 11.859908956229702, 13.256267800271592, 8.21128745312921, 12.09648954928572, 6.895907271836702, 6.583352896575587, 12.96987416891809, 8.917061321512616, 11.058482840603281, 8.512317632342171, 7.968603707719735, 6.045638737682918, 9.278528934045069, 10.970986478141233]"
59,Constant,4,"[9.859647234626527, 6.558856897504047, 13.658269906783428, 10.914754860451549, 12.778000962286463, 10.838540975565204, 13.219192809705127, 9.176483576983207, 12.738747623490909, 7.966709835637785, 8.719158894714084, 12.919394289452423, 7.211673258295779, 9.404747143508295, 6.42187685616768, 11.487669607816935, 10.293459680602144, 11.242426193415614, 8.518857124158128, 6.473330230366848, 11.088079317478426, 11.87681832316394, 11.583159436698487, 9.84016085192841, 8.996134936095359, 9.013510623164137, 9.873342796484774, 11.497678114915255, 8.142494023324648, 11.00667982653889, 6.994248004360189, 8.824378115462697, 9.65904248298952, 8.767839471344494, 10.132904804155517, 9.772782918770265, 10.00120154027525, 13.869900321730892, 11.26291072282095, 6.922617024909432, 12.375417201234287, 11.55830934679186, 10.160753635709295, 8.487548355954468, 11.158869542494413, 6.8971989735635635, 13.539963225906101, 11.983886908804166, 9.551028919685985, 6.46973698066337, 6.437366516392224, 9.805019974786209, 8.878127004540648, 12.13775287353622, 8.616607310289373, 7.307580605391429, 11.557590740544804, 12.960435811105553, 13.287112653031475, 10.692421756077225, 11.467757405233561, 11.284275708841314, 11.911306213599593, 9.783096313149084, 12.035908774187885, 9.681308871035021, 12.76754100017277, 6.845048746982423, 10.212513336718027, 6.697495317949842, 12.370842967396635, 11.080142566219616, 8.852025822539408, 6.201313161230745, 10.621720030124012, 11.01299211013375, 12.65859915101223, 8.84632446522573, 11.2725900876304, 10.630341592998128, 9.462104237824105, 13.651863875524523, 6.100110767906097, 12.317199873934252, 11.144106817730467, 8.267443388550388, 10.873106578759764, 10.346225529433273, 11.926012447531521, 13.80371244238877, 9.925227455803498, 7.441185641343111, 10.479976079691513, 13.988822108072522, 9.353799020630074, 6.636198230840293, 11.893976456202795, 12.900607900023733, 7.741217963428479, 13.48737559747334, 11.034681966405858, 7.238681438766173, 10.209105956800627, 13.987874620174592]"
